,Unnamed: 0,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
4680,4680,N6945023C0041,1700,Empty,Empty,Empty
4681,4681,AG9AC7C150073,12C2,Empty,Empty,Empty
4682,4682,1282A722C0043,12C2,,,
4683,4683,DOLJ109630227,1605,Empty,Empty,Empty
4684,4684,HSCG8308C3WQ333,7008,0,$0,0%
4685,4685,N6945009C3125,1700,Empty,Empty,Empty
4686,4686,N6871103C1341,1700,Empty,Empty,Empty
4687,4687,47PB0619C0005,4740,,,
4688,4688,47PB0024C0016,4740,,,
4689,4689,VA255C0451,3600,0,$0,0%
4690,4690,W911S710C0073,2100,0,$0,0%
4691,4691,FA440709C0008,5700,Empty,Empty,Empty
4692,4692,W56HZV15CL606,2100,0,$0,0%
4693,4693,HSCG3205CR00005,7008,0,$0,0%
4694,4694,75H70124C00028,7527,,,
4695,4695,W917BE06C0012,2100,0,$0,0%
4696,4696,36C25618C0183,3600,0,$0,0%
4697,4697,INP12PC02053,1443,Empty,Empty,Empty
4698,4698,47PE0720C0008,4740,,,
4699,4699,W9124E13C0006,2100,0,$0,0%
4700,4700,VA258C0056,3600,Empty,Empty,Empty
4701,4701,GS11P07MAM0089,4740,Empty,Empty,Empty
4702,4702,GS09P02KTC0106,4740,Empty,Empty,Empty
4703,4703,VA24613C0062,3600,Empty,Empty,Empty
4704,4704,N4008010C3014,1700,Empty,Empty,Empty
4705,4705,36C25919C0251,3600,Empty,Empty,Empty
4706,4706,VA605C0015,3600,Empty,Empty,Empty
4707,4707,36C25621C0063,3600,Empty,Empty,Empty
4708,4708,140P4322C0009,1443,Empty,Empty,Empty
4709,4709,W912QR05C0042,2100,Empty,Empty,Empty
4710,4710,DTFAEN11C00206,6920,Empty,Empty,Empty
4711,4711,SAQMMA13C0172,1900,Empty,Empty,Empty
4712,4712,VA255C2118,3600,Empty,Empty,Empty
4713,4713,W9124719C0041,2100,Empty,Empty,Empty
4714,4714,GS04P05EXC3036,4740,Empty,Empty,Empty
4715,4715,GS11P07YTC0374,4740,Empty,Empty,Empty
4716,4716,FA281618C0003,5700,Empty,Empty,Empty
4717,4717,W91ZRU19C5004,2100,Empty,Empty,Empty
4718,4718,36C25722C0086,3600,Empty,Empty,Empty
4719,4719,W912DW07C0019,2100,Empty,Empty,Empty
4720,4720,FA500415CC012,5700,Empty,Empty,Empty
4721,4721,W912DQ09C4019,2100,Empty,Empty,Empty
4722,4722,AG24H8C080018,12C2,Empty,Empty,Empty
4723,4723,FA860107C0010,5700,Empty,Empty,Empty
4724,4724,36C24118C0015,3600,Empty,Empty,Empty
4725,4725,GS04P09EXC0087,4740,Empty,Empty,Empty
4726,4726,GS09P11WDC0011,4740,Empty,Empty,Empty
4727,4727,VA261C1122,3600,Empty,Empty,Empty
4728,4728,12445224C0033,12C2,Empty,Empty,Empty
4729,4729,V504C040108A,3600,Empty,Empty,Empty
4730,4730,W5J9JE12C0145,2100,Empty,Empty,Empty
4731,4731,W52P1J15C3021,2100,Empty,Empty,Empty
4732,4732,GS03P08CDC0029,4740,Empty,Empty,Empty
4733,4733,1282AT20C0003,12C2,,,
4734,4734,140P2023C0005,1443,,,
4735,4735,VA539C0012,3600,0,$0,0%
4736,4736,VA249C0476,3600,0,$0,0%
4737,4737,W912BU11C0026,2100,,,
4738,4738,V504C0024,3600,0,$0,0%
4739,4739,GS10P13XFC0003,4740,0,$0,0%
4740,4740,W912QR17C0043,2100,,,
4741,4741,GS09P08KZC0014,4740,0,$0,0%
4742,4742,GS09P08WRC0039,4740,0,$0,0%
4743,4743,DJJ09C1829,1501,,,
4744,4744,AG4283C090009,12C2,0,$0,0%
4745,4745,N6945012C5828,1700,Empty,Empty,Empty
4746,4746,VA263C1081,3600,0,$0,0%
4747,4747,GS10P14XFC0009,4740,0,$0,0%
4748,4748,GS10P08LTC0077,4740,,,
4749,4749,W9124Q06C0145,2100,0,$0,0%
4750,4750,W912HP18C3001,2100,,,
4751,4751,47PF0023C0037,4740,Empty,Empty,Empty
4752,4752,47PE0719C0028,4740,,,
4753,4753,W9123807C0011,2100,0,$0,0%
4754,4754,70B01C23C00000156,7014,,,
4755,4755,75H70124C00037,7527,,,
4756,4756,N6945018C8010,1700,Empty,Empty,Empty
4757,4757,140P6420C0010,1443,,,
4758,4758,VA260C0785,3600,0,$0,0%
4759,4759,GS11P10MAC0422,4740,0,$0,0%
4760,4760,N3319109C0165,1700,Empty,Empty,Empty
4761,4761,W912JB16C9007,2100,,,
4762,4762,VA262C0443,3600,Empty,Empty,Empty
4763,4763,W917BG07C0018,2100,0,$0,0%
4764,4764,GS01P11BZC0022,4740,,,
4765,4765,DOCWC133F13CN0099,1330,0,$0,0%
4766,4766,INP15PC00634,1443,0,$0,0%
4767,4767,FA460820C0014,5700,Empty,Empty,Empty
4768,4768,140L1222C0003,1422,,,
4769,4769,GS04P11BVC0027,4740,Empty,Empty,Empty
4770,4770,TOS12F041,2001,Empty,Empty,Empty
4771,4771,N4008524C0039,1700,Empty,Empty,Empty
4772,4772,GS01P17NLC0011,4740,Empty,Empty,Empty
4773,4773,75D30118C03141,7523,Empty,Empty,Empty
4774,4774,GS06P16TKC7012,4740,Empty,Empty,Empty
4775,4775,W911S108C0002,2100,Empty,Empty,Empty
4776,4776,V691C4108A,3600,Empty,Empty,Empty
4777,4777,36C24220C0032,3600,Empty,Empty,Empty
4778,4778,W50S8F20C0004,2100,Empty,Empty,Empty
4779,4779,SW000200309DGS05P03SWM0063,4740,Empty,Empty,Empty
4780,4780,VA25915C0187,3600,Empty,Empty,Empty
4781,4781,VA52813C0110,3600,3,"$410,562",65.3%
4782,4782,GS11P08MAC0308,4740,0,$0,0%
4783,4783,GS10P09LTC0012,4740,,,
4784,4784,FA254309C0015,5700,Empty,Empty,Empty
4785,4785,GS11P09MKM0011,4740,,,
4786,4786,W912KZ16C0004,2100,0,$0,0%
4787,4787,VA244C0522,3600,0,$0,0%
4788,4788,36C24124C0017,3600,0,$0,0%
4789,4789,47PD1024C0007,4740,,,
4790,4790,0136CW10501,3300,0,$0,0%
4791,4791,VA255C0738,3600,0,$0,0%
4792,4792,47PE0618C0018,4740,,,
4793,4793,W5KA4N12C0097,2100,0,$0,0%
4794,4794,W9124Q07C0754,2100,0,$0,0%
4795,4795,W9124B19C0006,2100,,,
4796,4796,SGE50004C1195,1900,0,$0,0%
4797,4797,GS03P17QMC0010,4740,,,
4798,4798,GS04P05EXC0011,4740,0,$0,0%
4799,4799,19AQMM22C0067,1900,0,$0,0%
4800,4800,HSBP1014C00069,7014,0,$0,0%
4801,4801,V247C05588A,3600,0,$0,0%
4802,4802,19HA7024C0005,1900,,,
4803,4803,FA485524C0011,5700,Empty,Empty,Empty
4804,4804,W912QR09C0067,2100,Empty,Empty,Empty
4805,4805,W9115113C0008,2100,0,$0,0%
4806,4806,VA26313C0216,3600,0,$0,0%
4807,4807,VA249C0446,3600,0,$0,0%
4808,4808,HSCG3110NPAA379,7008,0,$0,0%
4809,4809,W5J9JE11C0175,2100,Empty,Empty,Empty
4810,4810,GS09P16WRC7035,4740,,,
4811,4811,140L1223C0004,1422,,,
4812,4812,W50S7724CA006,2100,,,
4813,4813,W912BU11C0013,2100,Empty,Empty,Empty
4814,4814,47PK0517C0004,4740,Empty,Empty,Empty
4815,4815,N6247307C0409,1700,Empty,Empty,Empty
4816,4816,W912JD10C0001,2100,0,$0,0%
4817,4817,W912DR17C0063,2100,Empty,Empty,Empty
4818,4818,VA69DC0528,3600,Empty,Empty,Empty
4819,4819,W912DR23C0070,2100,Empty,Empty,Empty
4820,4820,W9123807C0012,2100,Empty,Empty,Empty
4821,4821,INPC6520040003,1443,Empty,Empty,Empty
4822,4822,V247C03548A,3600,Empty,Empty,Empty
4823,4823,GS05P09SLC0041,4740,Empty,Empty,Empty
4824,4824,36C24923C0048,3600,Empty,Empty,Empty
4825,4825,GS11P10MKC0030,4740,Empty,Empty,Empty
4826,4826,47PK1117C0012,4740,Empty,Empty,Empty
4827,4827,DTFANM04C00035,6920,Empty,Empty,Empty
4828,4828,HSCGG115CPFA033,7008,Empty,Empty,Empty
4829,4829,GS09P17WBC0010,4740,Empty,Empty,Empty
4830,4830,N4008013C2533,1700,Empty,Empty,Empty
4831,4831,GS11P12YEC0075,4740,Empty,Empty,Empty
4832,4832,47PK1218C0009,4740,Empty,Empty,Empty
4833,4833,33301121CFC0010,3355,Empty,Empty,Empty
4834,4834,VA263C1077,3600,Empty,Empty,Empty
4835,4835,GS06P12TBC0005,4740,Empty,Empty,Empty
4836,4836,VA78615C0162,3600,Empty,Empty,Empty
4837,4837,AG32SDC170033,12H2,Empty,Empty,Empty
4838,4838,W9124Q08C0539,2100,Empty,Empty,Empty
4839,4839,VA246C0349,3600,Empty,Empty,Empty
4840,4840,VA246C0298,3600,Empty,Empty,Empty
4841,4841,W912QR14C0046,2100,Empty,Empty,Empty
4842,4842,1630DC17C0028,1630,Empty,Empty,Empty
4843,4843,V504C04004,3600,Empty,Empty,Empty
4844,4844,GS10P10XJP0035,4740,Empty,Empty,Empty
4845,4845,47PH0618C0004,4740,Empty,Empty,Empty
4846,4846,FA850105C0057,5700,Empty,Empty,Empty
4847,4847,V691C76898A,3600,Empty,Empty,Empty
4848,4848,W5K9FH11C0105,2100,Empty,Empty,Empty
4849,4849,W91GEU09C6003,2100,Empty,Empty,Empty
4850,4850,INL16PC00061,1422,Empty,Empty,Empty
4851,4851,VA263C0107,3600,0,$0,0%
4852,4852,W912QR08C0058,2100,0,$0,0%
4853,4853,VA246C0085,3600,Empty,Empty,Empty
4854,4854,140F0122C0112,1448,,,
4855,4855,47PK1719C0022,4740,,,
4856,4856,INPC1211040901,1443,Empty,Empty,Empty
4857,4857,W9127823C0006,2100,,,
4858,4858,GS11P13YMP0064,4740,0,$0,0%
4859,4859,FA460805C0018,5700,Empty,Empty,Empty
4860,4860,INICMB00070066,1450,0,$0,0%
4861,4861,47PK1518C0009,4740,,,
4862,4862,V255C589A50923,3600,0,$0,0%
4863,4863,W911YP05C0004,2100,,,
4864,4864,VA786A13C0020,3600,,,
4865,4865,GS04P16EXC7105,4740,,,
4866,4866,GS07P17UKC0002,4740,Empty,Empty,Empty
4867,4867,W917PM06C0018,2100,,,
4868,4868,FA485507C0035,5700,Empty,Empty,Empty
4869,4869,GS02P16PVC7021,4740,0,$0,0%
4870,4870,VA258C0434,3600,0,$0,0%
4871,4871,1274DF19C0001,12K3,,,
4872,4872,W5KA4N13C0003,2100,0,$0,0%
4873,4873,VA25917C0335,3600,0,$0,0%
4874,4874,N4008012C1630,1700,Empty,Empty,Empty
4875,4875,W9126G11C0044,2100,0,$0,0%
4876,4876,VA241C2165,3600,0,$0,0%
4877,4877,ZG000200309DGS11P03ZGC0345,4740,Empty,Empty,Empty
4878,4878,W91B4N10C8100,2100,0,$0,0%
4879,4879,GS11P15YTC0367,4740,0,$0,0%
4880,4880,47PE0222C0012,4740,,,
4881,4881,W912BV07C2009,2100,0,$0,0%
4882,4882,VA261C0861,3600,0,$0,0%
4883,4883,W912DS08C0011,2100,,,
4884,4884,36C78619C0087,3600,0,$0,0%
4885,4885,36C25819C0151,3600,0,$0,0%
4886,4886,7MN1200309D507MN131200,12H2,,,
4887,4887,70B01C22C00000034,7014,Empty,Empty,Empty
4888,4888,INP13PC00570,1443,Empty,Empty,Empty
4889,4889,GS04P15EXC0239,4740,Empty,Empty,Empty
4890,4890,GS11P12YEC0034,4740,Empty,Empty,Empty
4891,4891,GS11P07YTP0229,4740,Empty,Empty,Empty
4892,4892,GS09P09KZC0005,4740,Empty,Empty,Empty
4893,4893,GS06P10GYC0006,4740,Empty,Empty,Empty
4894,4894,W5K9FH11C0064,2100,Empty,Empty,Empty
4895,4895,VA786A16C0017,3600,Empty,Empty,Empty
4896,4896,W9128A12C0022,2100,Empty,Empty,Empty
4897,4897,W912PL11C0011,2100,Empty,Empty,Empty
4898,4898,GS11P10YAC0047,4740,0,$0,0%
4899,4899,GS11P13ZGC0256,4740,0,$0,0%
4900,4900,FA671215C0005,5700,Empty,Empty,Empty
4901,4901,SAQMMA16C0274,1900,,,
4902,4902,GS11P17YMC0028,4740,,,
4903,4903,V605C0502,3600,0,$0,0%
4904,4904,N6247311C4021,1700,Empty,Empty,Empty
4905,4905,GS11P06ZGC0333,4740,0,$0,0%
4906,4906,FA480304C9026,5700,Empty,Empty,Empty
4907,4907,N4008511C9643,1700,Empty,Empty,Empty
4908,4908,W912DQ12C4012,2100,,,
4909,4909,FA304714C0031,5700,Empty,Empty,Empty
4910,4910,FA701208C0003,5700,Empty,Empty,Empty
4911,4911,DTFAWN16C00250,6920,0,$0,0%
4912,4912,W912CJ17C0002,2100,0,$0,0%
4913,4913,GS09P17KZC0005,4740,,,
4914,4914,47PD1018C0025,4740,,,
4915,4915,GS03P11CDC0018,4740,0,$0,0%
4916,4916,VA244C0571,3600,0,$0,0%
4917,4917,W5J9JE18C0003,2100,,,
4918,4918,V519C0178,3600,0,$0,0%
4919,4919,VA245C0702,3600,,,
4920,4920,GS09P11WRC0010,4740,0,$0,0%
4921,4921,JFKC06C000044,3352,,,
4922,4922,FA440708C0016,5700,Empty,Empty,Empty
4923,4923,STU46011C1014,1900,0,$0,0%
4924,4924,W912JM12C0026,2100,,,
4925,4925,DJBP0202M3A30004,1540,Empty,Empty,Empty
4926,4926,W912DY13C0051,2100,0,$0,0%
4927,4927,FA446016C0026,5700,Empty,Empty,Empty
4928,4928,W9124M16C0022,2100,0,$0,0%
4929,4929,47PE0218C0028,4740,,,
4930,4930,2032H323C00046,2001,,,
4931,4931,AG55N9C110014,12C2,0,$0,0%
4932,4932,W9123624C2009,2100,Empty,Empty,Empty
4933,4933,0069D200308DV69DC5828A,3600,0,$0,0%
4934,4934,W9124Q08C0552,2100,0,$0,0%
4935,4935,VA248P1214,3600,0,$0,0%
4936,4936,GS11P08MAM0003,4740,Empty,Empty,Empty
4937,4937,W90U4210C4045,2100,Empty,Empty,Empty
4938,4938,N4008010C4405,1700,Empty,Empty,Empty
4939,4939,GS05P10SPC0050,4740,Empty,Empty,Empty
4940,4940,V244C00156,3600,Empty,Empty,Empty
4941,4941,W912QR13C0009,2100,Empty,Empty,Empty
4942,4942,36C24818C0180,3600,Empty,Empty,Empty
4943,4943,DAHA2203C0002,2100,Empty,Empty,Empty
4944,4944,GS11P13MAC0046,4740,Empty,Empty,Empty
4945,4945,W9128F12C0085,2100,Empty,Empty,Empty
4946,4946,DJBP0700CC00000029,1540,Empty,Empty,Empty
4947,4947,47PE0520C0016,4740,Empty,Empty,Empty
4948,4948,GS03P12DXC0006,4740,Empty,Empty,Empty
4949,4949,N6871105C5629,1700,Empty,Empty,Empty
4950,4950,00564200301DV564C297,3600,Empty,Empty,Empty
4951,4951,N6945013C2266,1700,Empty,Empty,Empty
4952,4952,FA930114C0020,5700,Empty,Empty,Empty
4953,4953,GS09P16WNC7022,4740,Empty,Empty,Empty
4954,4954,36C26119C0137,3600,Empty,Empty,Empty
4955,4955,36C24418C0016,3600,Empty,Empty,Empty
4956,4956,47PM0225C0004,4740,Empty,Empty,Empty
4957,4957,GS04P16EXC7144,4740,Empty,Empty,Empty
4958,4958,DABJ1503C0043,2100,Empty,Empty,Empty
4959,4959,GS09P15KZC0002,4740,Empty,Empty,Empty
4960,4960,SGE50014C0027,1900,Empty,Empty,Empty
4961,4961,N6945008C4080,1700,Empty,Empty,Empty
4962,4962,W912L709C0004,2100,Empty,Empty,Empty
4963,4963,VA261C0398,3600,Empty,Empty,Empty
4964,4964,W5K9FH12C0050,2100,Empty,Empty,Empty
4965,4965,47PK0823C0003,4740,Empty,Empty,Empty
4966,4966,VA248C1195,3600,Empty,Empty,Empty
4967,4967,47PE0220C0023,4740,,,
4968,4968,GS09P06WLC3019,4740,0,$0,0%
4969,4969,47PD1222C0003,4740,,,
4970,4970,N3654A07C6003,1700,Empty,Empty,Empty
4971,4971,W912QR20C0014,2100,,,
4972,4972,VA24914C0099,3600,Empty,Empty,Empty
4973,4973,W9124Q08C0581,2100,0,$0,0%
4974,4974,N4008516C3621,1700,Empty,Empty,Empty
4975,4975,HSFE1009C00120,7022,0,$0,0%
4976,4976,N4008523C0060,1700,Empty,Empty,Empty
4977,4977,VA25914C0144,3600,,,
4978,4978,W912DY16C0085,2100,Empty,Empty,Empty
4979,4979,VA244C1821,3600,0,$0,0%
4980,4980,N0042122C0047,1700,Empty,Empty,Empty
4981,4981,W912DQ09C4012,2100,,,
4982,4982,GS09P09WHC0020,4740,Empty,Empty,Empty
4983,4983,47PJ0019C0083,4740,,,
4984,4984,VA24416C0303,3600,,,
4985,4985,W91QV116C0069,2100,,,
4986,4986,FA486122C0018,5700,Empty,Empty,Empty
4987,4987,W912HN06C0016,2100,,,
4988,4988,W5J9LE12C0072,2100,0,$0,0%
4989,4989,W912R113C0021,2100,0,$0,0%
4990,4990,N4008508C1012,1700,Empty,Empty,Empty
4991,4991,6973GH24C00078,6920,,,
4992,4992,FA282319CA050,5700,Empty,Empty,Empty
4993,4993,FA468610C0038,5700,Empty,Empty,Empty
4994,4994,W9124Q06C0278,2100,,,
4995,4995,FA441906C0008,5700,Empty,Empty,Empty
4996,4996,W917BK06C0041,2100,0,$0,0%
4997,4997,GS04P11EXC0055,4740,0,$0,0%
4998,4998,GS11P13ZGC0053,4740,0,$0,0%
4999,4999,GS02P04PWC0038,4740,0,$0,0%
5000,5000,HHSD254200408262C,7523,0,$0,0%
5001,5001,SALMEC04C0024,1900,,,
5002,5002,V247C04628A,3600,0,$0,0%
5003,5003,VA246RA0560,3600,,,
5004,5004,W912QR13C0046,2100,0,$0,0%
5005,5005,W90YVD11C0012,2100,0,$0,0%
5006,5006,GS03P04QNC0065,4740,0,$0,0%
5007,5007,HSCG4508N6WK168,7008,Empty,Empty,Empty
5008,5008,GS10P16XCC7019,4740,Empty,Empty,Empty
5009,5009,INP12PC75940,1443,Empty,Empty,Empty
5010,5010,V649C03898A,3600,Empty,Empty,Empty
5011,5011,04N7200307D5004N7351,12C2,Empty,Empty,Empty
5012,5012,GS10P16XCC7014,4740,Empty,Empty,Empty
5013,5013,W912DR18C0036,2100,Empty,Empty,Empty
5014,5014,W912UM19C0022,2100,Empty,Empty,Empty
5015,5015,36C24921C0040,3600,Empty,Empty,Empty
5016,5016,36C25622C0057,3600,Empty,Empty,Empty
5017,5017,N6426724C0223,1700,Empty,Empty,Empty
5018,5018,W912ER10C0009,2100,0,$0,0%
5019,5019,KS000200307DGS09P03KSD0103,4740,0,$0,0%
5020,5020,N6247310C2017,1700,Empty,Empty,Empty
5021,5021,GS04P13EXC0103,4740,0,$0,0%
5022,5022,AG0261C150010,12C2,,,
5023,5023,W91B4L10C0080,2100,,,
5024,5024,GS09P16WNC7023,4740,Empty,Empty,Empty
5025,5025,VA25615C0078,3600,Empty,Empty,Empty
5026,5026,W91SMC16C0006,2100,0,$0,0%
5027,5027,GS08P15JCC7006,4740,0,$0,0%
5028,5028,69727622C000001,6938,,,
5029,5029,F3061703C0010,5700,Empty,Empty,Empty
5030,5030,GS11P08YEC0153,4740,,,
5031,5031,SP470210C0025,97AS,Empty,Empty,Empty
5032,5032,W9124B19C0024,2100,,,
5033,5033,GS09P15KZC7004,4740,0,$0,0%
5034,5034,47PK0524C0029,4740,,,
5035,5035,FA460010C0050,5700,Empty,Empty,Empty
5036,5036,VA241P1456,3600,0,$0,0%
5037,5037,VA24613C0113,3600,0,$0,0%
5038,5038,W9124722C0070,2100,0,$0,0%
5039,5039,HHSN292200900025C,7529,0,$0,0%
5040,5040,INP16PC00536,1443,,,
5041,5041,GS11P15ZGP0260,4740,Empty,Empty,Empty
5042,5042,VA251C0563,3600,0,$0,0%
5043,5043,W9124713C0055,2100,,,
5044,5044,FA449721C0003,5700,Empty,Empty,Empty
5045,5045,15F06724C0001249,1549,,,
5046,5046,W912DR18C0003,2100,,,
5047,5047,W912QR11C0042,2100,0,$0,0%
5048,5048,W91QF711C0009,2100,,,
5049,5049,70B01C23C00000094,7014,,,
5050,5050,V691C0532,3600,Empty,Empty,Empty
5051,5051,VA69DC0593,3600,0,$0,0%
5052,5052,GS09P09WDC0008,4740,0,$0,0%
5053,5053,W91QF607C0007,2100,,,
5054,5054,FA466406C0004,5700,Empty,Empty,Empty
5055,5055,W81XWH08C0080,2100,0,$0,0%
5056,5056,GS11P15ZGP0098,4740,0,$0,0%
5057,5057,W912L111C0015,2100,Empty,Empty,Empty
5058,5058,W912CN20C0021,2100,Empty,Empty,Empty
5059,5059,HSCG3310NPQQ151,7008,Empty,Empty,Empty
5060,5060,GS04P10EWC0045,4740,Empty,Empty,Empty
5061,5061,VA250C0709,3600,Empty,Empty,Empty
5062,5062,GS07P09UAC0040,4740,Empty,Empty,Empty
5063,5063,697DCK18C00415,6920,Empty,Empty,Empty
5064,5064,47PK1721C0013,4740,Empty,Empty,Empty
5065,5065,47PD0223C0008,4740,Empty,Empty,Empty
5066,5066,VA24412C0219,3600,Empty,Empty,Empty
5067,5067,W912BV12C0007,2100,Empty,Empty,Empty
5068,5068,W9126G14C0126,2100,Empty,Empty,Empty
5069,5069,FA703707C8011,5700,Empty,Empty,Empty
5070,5070,GS05P05STM0030,4740,Empty,Empty,Empty
5071,5071,FA500008C0016,5700,Empty,Empty,Empty
5072,5072,W9124A19C0006,2100,Empty,Empty,Empty
5073,5073,GS09P12WLC0025,4740,Empty,Empty,Empty
5074,5074,W912QR17C0026,2100,Empty,Empty,Empty
5075,5075,AG32SCC150079,12H2,Empty,Empty,Empty
5076,5076,W25G1V19C0019,2100,Empty,Empty,Empty
5077,5077,GS01P17NGC0001,4740,Empty,Empty,Empty
5078,5078,GS08P06JBP3163,4740,Empty,Empty,Empty
5079,5079,W912QR10C0017,2100,Empty,Empty,Empty
5080,5080,W9124Q08C0713,2100,Empty,Empty,Empty
5081,5081,GS09P13KZC0019,4740,Empty,Empty,Empty
5082,5082,W9127821C0004,2100,Empty,Empty,Empty
5083,5083,W9124719C0102,2100,Empty,Empty,Empty
5084,5084,W912LA12C0008,2100,Empty,Empty,Empty
5085,5085,N4425515C6001,1700,Empty,Empty,Empty
5086,5086,GS03P16AZC7011,4740,0,$0,0%
5087,5087,N4008518C8707,1700,Empty,Empty,Empty
5088,5088,FA667021C0004,5700,Empty,Empty,Empty
5089,5089,VA256C1020,3600,,,
5090,5090,GS09P09WFC0027,4740,0,$0,0%
5091,5091,GS11P14MAC0217,4740,0,$0,0%
5092,5092,GS03P17AZC0002,4740,,,
5093,5093,DOCSB134109CN0048,1341,0,$0,0%
5094,5094,W912QR06C0012,2100,,,
5095,5095,VA244C1623,3600,0,$0,0%
5096,5096,VA24413C0178,3600,0,$0,0%
5097,5097,INP12PC00384,1443,,,
5098,5098,W9136418C8008,2100,0,$0,0%
5099,5099,DOCSB134108CN0032,1341,,,
5100,5100,VA101183B4C0007,3600,0,$0,0%
5101,5101,W15QKN17C1063,2100,,,
5102,5102,692M1519C00011,6920,,,
5103,5103,36C24222C0149,3600,0,$0,0%
5104,5104,VA69D16C0194,3600,0,$0,0%
5105,5105,N3319110C1401,1700,Empty,Empty,Empty
5106,5106,FA485522C0013,5700,Empty,Empty,Empty
5107,5107,47PK0524C0017,4740,,,
5108,5108,INLNDC050010,1422,0,$0,0%
5109,5109,140P4318C0067,1443,,,
5110,5110,75N99023C00093,7529,,,
5111,5111,GS06P03GYC0021,4740,0,$0,0%
5112,5112,N4008017C3518,1700,Empty,Empty,Empty
5113,5113,V691C0508,3600,0,$0,0%
5114,5114,N4008012C2028,1700,Empty,Empty,Empty
5115,5115,VA26113C0225,3600,0,$0,0%
5116,5116,GS11P07MKC0068,4740,,,
5117,5117,FA910110C0030,5700,Empty,Empty,Empty
5118,5118,W911YP12C2200,2100,0,$0,0%
5119,5119,W9126G10C0109,2100,,,
5120,5120,FA301018C0027,5700,Empty,Empty,Empty
5121,5121,W15QKN18C1035,2100,,,
5122,5122,VA25614C0141,3600,0,$0,0%
5123,5123,GS11P04ZGC0044,4740,,,
5124,5124,VA248C1576,3600,,,
5125,5125,GS07P12UFC0013,4740,Empty,Empty,Empty
5126,5126,N6945019C2509,1700,Empty,Empty,Empty
5127,5127,AG5114C070026,12H2,Empty,Empty,Empty
5128,5128,HSCG8206C3WCA55,7008,Empty,Empty,Empty
5129,5129,W9126G22C0037,2100,Empty,Empty,Empty
5130,5130,W912DQ22C4022,2100,Empty,Empty,Empty
5131,5131,W52P1J12C3005,2100,Empty,Empty,Empty
5132,5132,GS04P12EXC0105,4740,0,$0,0%
5133,5133,W911KB16C0017,2100,0,$0,0%
5134,5134,DACW4703C0008,2100,0,$0,0%
5135,5135,DTFACN14C00288,6920,0,$0,0%
5136,5136,F10CC10243,3300,0,$0,0%
5137,5137,DTFAEN11C00628,6920,0,$0,0%
5138,5138,W9124709C0007,2100,0,$0,0%
5139,5139,VA24813C0258,3600,0,$0,0%
5140,5140,36C25922C0093,3600,,,
5141,5141,12905B24C0012,12H2,,,
5142,5142,NNA07CF61C,8000,,,
5143,5143,W9128F19C0009,2100,,,
5144,5144,W912QR06C0038,2100,0,$0,0%
5145,5145,47PE0517C0017,4740,,,
5146,5146,GS11P10YTC0261,4740,,,
5147,5147,00671200309DV671C618A,3600,,,
5148,5148,VA257C0528,3600,Empty,Empty,Empty
5149,5149,W912L719C5003,2100,,,
5150,5150,W9124709C0048,2100,0,$0,0%
5151,5151,VA25612C0224,3600,0,$0,0%
5152,5152,W91B4N10C8093,2100,,,
5153,5153,BC664200308DNDC030070,1422,,,
5154,5154,INP15PC00793,1443,0,$0,0%
5155,5155,INF501813C056,1448,0,$0,0%
5156,5156,V564C337,3600,0,$0,0%
5157,5157,140F0122C0071,1448,,,
5158,5158,W5J9LE11C0029,2100,0,$0,0%
5159,5159,W15QKN24C5054,2100,,,
5160,5160,VA24817C0129,3600,0,$0,0%
5161,5161,VA245C0069,3600,,,
5162,5162,N6927203C2013,1700,Empty,Empty,Empty
5163,5163,VA241C2463,3600,0,$0,0%
5164,5164,36C24521C0080,3600,0,$0,0%
5165,5165,VA262C0981,3600,Empty,Empty,Empty
5166,5166,75N99024C00005,7529,Empty,Empty,Empty
5167,5167,VA250C0237,3600,Empty,Empty,Empty
5168,5168,GS11P06YTC0312,4740,Empty,Empty,Empty
5169,5169,W9125F05C0002,2100,Empty,Empty,Empty
5170,5170,W912QR11C0022,2100,Empty,Empty,Empty
5171,5171,W5J9JE16C0011,2100,Empty,Empty,Empty
5172,5172,HHSD200200301311C,7523,Empty,Empty,Empty
5173,5173,HHSI24120040021C,7520,Empty,Empty,Empty
5174,5174,N6945018C7215,1700,Empty,Empty,Empty
5175,5175,W9124Q06C0118,2100,Empty,Empty,Empty
5176,5176,VA257C00348A,3600,Empty,Empty,Empty
5177,5177,GS05P13SLC0013,4740,Empty,Empty,Empty
5178,5178,VA24816C0210,3600,Empty,Empty,Empty
5179,5179,INPC1590100034,1443,Empty,Empty,Empty
5180,5180,36C25818C0067,3600,Empty,Empty,Empty
5181,5181,36E77619C0063,3600,Empty,Empty,Empty
5182,5182,DTFAWN11C00340,6920,Empty,Empty,Empty
5183,5183,GS02P06PWC0028,4740,Empty,Empty,Empty
5184,5184,GS08P12JFC0142,4740,Empty,Empty,Empty
5185,5185,36C24623C0005,3600,Empty,Empty,Empty
5186,5186,GS10P07XJC0076,4740,Empty,Empty,Empty
5187,5187,W5K9FH11C0270,2100,Empty,Empty,Empty
5188,5188,W50S9824C0005,2100,Empty,Empty,Empty
5189,5189,AG9A40C110035,12C2,Empty,Empty,Empty
5190,5190,W912JM08C0010,2100,Empty,Empty,Empty
5191,5191,VA255C0761,3600,Empty,Empty,Empty
