,Unnamed: 0,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
6084,6084,W912QR12C0023,2100,Empty,Empty,Empty
6085,6085,GS09P13KZM0008,4740,Empty,Empty,Empty
6086,6086,GS05P17SCC0012,4740,Empty,Empty,Empty
6087,6087,GS05P17SCC0023,4740,Empty,Empty,Empty
6088,6088,VA25913C0260,3600,Empty,Empty,Empty
6089,6089,N6247314C3415,1700,Empty,Empty,Empty
6090,6090,W91B4M09C4181,2100,Empty,Empty,Empty
6091,6091,SCO20014C0012,1900,Empty,Empty,Empty
6092,6092,W9127823C0009,2100,Empty,Empty,Empty
6093,6093,FA448804C0055,5700,Empty,Empty,Empty
6094,6094,19GE5023C0054,1900,Empty,Empty,Empty
6095,6095,GS11P09YEC0264,4740,Empty,Empty,Empty
6096,6096,INPC1590090015,1443,Empty,Empty,Empty
6097,6097,VA249C0893,3600,Empty,Empty,Empty
6098,6098,W912P915C5031,2100,Empty,Empty,Empty
6099,6099,36C24518C0069,3600,Empty,Empty,Empty
6100,6100,47PJ0020C0085,4740,Empty,Empty,Empty
6101,6101,GS01P05BWC0005,4740,Empty,Empty,Empty
6102,6102,GS11P15NWC0107,4740,Empty,Empty,Empty
6103,6103,2032H320C00017,2001,Empty,Empty,Empty
6104,6104,N4008023C0002,1700,Empty,Empty,Empty
6105,6105,19AQMM22C0106,1900,Empty,Empty,Empty
6106,6106,W9126G05C0017,2100,Empty,Empty,Empty
6107,6107,V69DC7538A,3600,Empty,Empty,Empty
6108,6108,GS07P07UKC0102,4740,Empty,Empty,Empty
6109,6109,VA248C0148,3600,Empty,Empty,Empty
6110,6110,VA24912C0306,3600,Empty,Empty,Empty
6111,6111,V101BC0203,3600,Empty,Empty,Empty
6112,6112,N6246704C0201,1700,Empty,Empty,Empty
6113,6113,FA890316C0009,5700,Empty,Empty,Empty
6114,6114,VA25713C0054,3600,,,
6115,6115,140R2019C0041,1425,Empty,Empty,Empty
6116,6116,W917BK05C0028,2100,Empty,Empty,Empty
6117,6117,75N99019C00058,7529,,,
6118,6118,47PG0423C0005,4740,Empty,Empty,Empty
6119,6119,W9123620C2011,2100,Empty,Empty,Empty
6120,6120,V523C68271,3600,Empty,Empty,Empty
6121,6121,DTFASA17C00428,6920,Empty,Empty,Empty
6122,6122,GS11P12YEC0041,4740,Empty,Empty,Empty
6123,6123,47PM1022C0010,4740,Empty,Empty,Empty
6124,6124,W5J9JE12C0095,2100,Empty,Empty,Empty
6125,6125,W9127S09C6018,2100,Empty,Empty,Empty
6126,6126,VA263C1064,3600,0,$0,0%
6127,6127,VA259C0130,3600,0,$0,0%
6128,6128,W9124715C0035,2100,0,$0,0%
6129,6129,GS08P10JBC0070,4740,Empty,Empty,Empty
6130,6130,W9127812C0017,2100,Empty,Empty,Empty
6131,6131,W5J9LE12C0065,2100,Empty,Empty,Empty
6132,6132,VA248C1659,3600,,,
6133,6133,00262200303DV691C4128A,3600,Empty,Empty,Empty
6134,6134,GS11P10YAC0074,4740,,,
6135,6135,W9124216C0004,2100,Empty,Empty,Empty
6136,6136,0436CT10141,3300,Empty,Empty,Empty
6137,6137,GS09P10WRC0026,4740,Empty,Empty,Empty
6138,6138,VA244RA0980,3600,Empty,Empty,Empty
6139,6139,W15QKN20C5061,2100,Empty,Empty,Empty
6140,6140,DOLJ109630153,1605,Empty,Empty,Empty
6141,6141,36C26222C0082,3600,Empty,Empty,Empty
6142,6142,W9127S10C6018,2100,Empty,Empty,Empty
6143,6143,HSCG3107N6WA762,7008,Empty,Empty,Empty
6144,6144,W9124M04C0055,2100,Empty,Empty,Empty
6145,6145,00623200309DV623C696,3600,Empty,Empty,Empty
6146,6146,N4008015C3023,1700,Empty,Empty,Empty
6147,6147,47PD0218C0008,4740,,,
6148,6148,INP07PC75300,1443,Empty,Empty,Empty
6149,6149,FA466113C0021,5700,Empty,Empty,Empty
6150,6150,W912BV11C0029,2100,Empty,Empty,Empty
6151,6151,GS04P17RBC0014,4740,Empty,Empty,Empty
6152,6152,19AQMM22C0177,1900,Empty,Empty,Empty
6153,6153,GS05P13SEC0006,4740,Empty,Empty,Empty
6154,6154,W50S8L20C0001,2100,Empty,Empty,Empty
6155,6155,GS01P17BWC0005,4740,Empty,Empty,Empty
6156,6156,W912QR05C0028,2100,,,
6157,6157,W5J9JE12C0024,2100,Empty,Empty,Empty
6158,6158,VA249C0491,3600,Empty,Empty,Empty
6159,6159,FA521509C0051,5700,Empty,Empty,Empty
6160,6160,15UC0C20C00001981,1542,Empty,Empty,Empty
6161,6161,W911SG09C0010,2100,,,
6162,6162,W912DS18C0022,2100,,,
6163,6163,36C26222C0174,3600,,,
6164,6164,W9126G04C0042,2100,Empty,Empty,Empty
6165,6165,W912PP21C0010,2100,Empty,Empty,Empty
6166,6166,VA26215C0006,3600,Empty,Empty,Empty
6167,6167,47PJ0020C0014,4740,,,
6168,6168,W912QR11C0012,2100,,,
6169,6169,GS10P13XFC0006,4740,,,
6170,6170,INP12PC00119,1443,Empty,Empty,Empty
6171,6171,N3319124C0008,1700,Empty,Empty,Empty
6172,6172,W50S9B22C0005,2100,,,
6173,6173,GS11P15YTC0353,4740,Empty,Empty,Empty
6174,6174,W911SG05C0006,2100,Empty,Empty,Empty
6175,6175,W912DR20C0042,2100,,,
6176,6176,W9124808C0039,2100,0,$0,0%
6177,6177,FA940122C0017,5700,Empty,Empty,Empty
6178,6178,GS09P08WLC0043,4740,,,
6179,6179,VA259C0348,3600,Empty,Empty,Empty
6180,6180,VA241C2177,3600,Empty,Empty,Empty
6181,6181,VA263C0657,3600,,,
6182,6182,W912BU12C0018,2100,Empty,Empty,Empty
6183,6183,V249C0066,3600,Empty,Empty,Empty
6184,6184,INP16PC00588,1443,Empty,Empty,Empty
6185,6185,47PK0921C0020,4740,,,
6186,6186,GS04P09RAC0043,4740,Empty,Empty,Empty
6187,6187,36C25619C0099,3600,Empty,Empty,Empty
6188,6188,FA704609C0004,5700,Empty,Empty,Empty
6189,6189,W9136412C0010,2100,Empty,Empty,Empty
6190,6190,N4008018C0033,1700,Empty,Empty,Empty
6191,6191,VA257C00418A,3600,Empty,Empty,Empty
6192,6192,N6945012C2288,1700,Empty,Empty,Empty
6193,6193,W912J209C1001,2100,Empty,Empty,Empty
6194,6194,W912CJ14C0018,2100,,,
6195,6195,AG0489C100398,12C2,,,
6196,6196,INP11PC40427,1443,Empty,Empty,Empty
6197,6197,GS06P08GYC0017,4740,Empty,Empty,Empty
6198,6198,GS01P09NFC0002,4740,Empty,Empty,Empty
6199,6199,DABK0703C0024,2100,Empty,Empty,Empty
6200,6200,HSCGG116CPRV171,7008,,,
6201,6201,W919QA10C0033,2100,Empty,Empty,Empty
6202,6202,W50S7Z24C0002,2100,Empty,Empty,Empty
6203,6203,VA241C2382,3600,Empty,Empty,Empty
6204,6204,47PF0018C0070,4740,,,
6205,6205,VA69D15C0208,3600,,,
6206,6206,GS03P17DXC0012,4740,Empty,Empty,Empty
6207,6207,N6247320C0553,1700,Empty,Empty,Empty
6208,6208,W5J9JE16C0009,2100,Empty,Empty,Empty
6209,6209,LT000200309DGS10P03XAC0117,4740,Empty,Empty,Empty
6210,6210,W91B4N09C8101,2100,Empty,Empty,Empty
6211,6211,VA24415C0327,3600,,,
6212,6212,75P00118C00033,7570,Empty,Empty,Empty
6213,6213,FA441813C0012,5700,Empty,Empty,Empty
6214,6214,VA247C1335,3600,,,
6215,6215,F0466603C0035,5700,Empty,Empty,Empty
6216,6216,W9124Q04C0168,2100,0,$0,0%
6217,6217,GS04P05EXC0074,4740,,,
6218,6218,F08CC10520,3300,,,
6219,6219,GS09P09WFC0022,4740,Empty,Empty,Empty
6220,6220,GS11P12YTC0178,4740,,,
6221,6221,VA786A14C0019,3600,,,
6222,6222,GS04P15EXC0035,4740,Empty,Empty,Empty
6223,6223,W912PL17C0013,2100,Empty,Empty,Empty
6224,6224,GS11P17YMC0043,4740,Empty,Empty,Empty
6225,6225,W912BU09C0062,2100,0,$0,0%
6226,6226,W9127824C0017,2100,,,
6227,6227,W917BG07C0046,2100,Empty,Empty,Empty
6228,6228,W912BV09C2020,2100,0,$0,0%
6229,6229,VA257C0574,3600,0,$0,0%
6230,6230,W9126G10C0079,2100,Empty,Empty,Empty
6231,6231,W91QV124C0094,2100,Empty,Empty,Empty
6232,6232,70B01C19C00000154,7014,Empty,Empty,Empty
6233,6233,W9128F22C0032,2100,Empty,Empty,Empty
6234,6234,36C24222C0071,3600,Empty,Empty,Empty
6235,6235,VA24413C0483,3600,Empty,Empty,Empty
6236,6236,VA255C0788,3600,Empty,Empty,Empty
6237,6237,140P3024C0008,1443,Empty,Empty,Empty
6238,6238,W9124724C0076,2100,Empty,Empty,Empty
6239,6239,INF11PC00492,1448,Empty,Empty,Empty
6240,6240,N6247002C3439,1700,Empty,Empty,Empty
6241,6241,N6247313C3647,1700,Empty,Empty,Empty
6242,6242,W917BG08C0002,2100,Empty,Empty,Empty
6243,6243,GS07P14UAC0003,4740,Empty,Empty,Empty
6244,6244,4283200308D504283316,12C2,Empty,Empty,Empty
6245,6245,HSCG4707C3EFK01,7008,Empty,Empty,Empty
6246,6246,GS04P15EXC0103,4740,Empty,Empty,Empty
6247,6247,0336CC10326,3300,Empty,Empty,Empty
6248,6248,VA24912C0266,3600,Empty,Empty,Empty
6249,6249,47PB0620C0013,4740,Empty,Empty,Empty
6250,6250,12905B21C0003,12H2,Empty,Empty,Empty
6251,6251,GS04P04CXC0041,4740,Empty,Empty,Empty
6252,6252,GS04P10EWC0027,4740,Empty,Empty,Empty
6253,6253,10NGA08333DK,3355,Empty,Empty,Empty
6254,6254,W9127820C0008,2100,Empty,Empty,Empty
6255,6255,W912DR20C0043,2100,Empty,Empty,Empty
6256,6256,VA25812C0004,3600,Empty,Empty,Empty
6257,6257,DJBCCSH9110405,1540,Empty,Empty,Empty
6258,6258,VA263C0793,3600,Empty,Empty,Empty
6259,6259,DTFAWN16C00209,6920,Empty,Empty,Empty
6260,6260,V244C00187,3600,Empty,Empty,Empty
6261,6261,VA248C0743,3600,Empty,Empty,Empty
6262,6262,VA69DRA1311,3600,Empty,Empty,Empty
6263,6263,FA500419CA004,5700,Empty,Empty,Empty
6264,6264,47PK0622C0009,4740,Empty,Empty,Empty
6265,6265,47PJ0023C0051,4740,Empty,Empty,Empty
6266,6266,N6945012C2257,1700,Empty,Empty,Empty
6267,6267,HSCGG109C3WK137,7008,Empty,Empty,Empty
6268,6268,W9124723C0082,2100,Empty,Empty,Empty
6269,6269,VA24913C0092,3600,Empty,Empty,Empty
6270,6270,82X9200211D5082X930014,12C2,Empty,Empty,Empty
6271,6271,FA465424C0004,5700,Empty,Empty,Empty
6272,6272,60RRBH18C0451,6000,Empty,Empty,Empty
6273,6273,VA244C1185,3600,Empty,Empty,Empty
6274,6274,W9124Q14C0066,2100,Empty,Empty,Empty
6275,6275,GS04P11EXC0132,4740,Empty,Empty,Empty
6276,6276,INPC4500040902,1443,Empty,Empty,Empty
6277,6277,47PK1724C0020,4740,Empty,Empty,Empty
6278,6278,GS03P05QNC0119,4740,Empty,Empty,Empty
6279,6279,140L6320C0003,1422,Empty,Empty,Empty
6280,6280,140P4318C0068,1443,Empty,Empty,Empty
6281,6281,GS04P13EXC0008,4740,Empty,Empty,Empty
6282,6282,W15QKN19C1038,2100,Empty,Empty,Empty
6283,6283,36C24818C0254,3600,Empty,Empty,Empty
6284,6284,INPC8000060905,1443,Empty,Empty,Empty
6285,6285,36C25918C0165,3600,Empty,Empty,Empty
6286,6286,W912HN20C4009,2100,Empty,Empty,Empty
6287,6287,FA255024C0018,5700,Empty,Empty,Empty
6288,6288,VA259C0901,3600,Empty,Empty,Empty
6289,6289,GS06P17TEC0010,4740,Empty,Empty,Empty
6290,6290,36C25019C0256,3600,Empty,Empty,Empty
6291,6291,N4008519C8315,1700,Empty,Empty,Empty
6292,6292,W9126G08C0053,2100,Empty,Empty,Empty
6293,6293,INL10PC00638,1422,Empty,Empty,Empty
6294,6294,HHSD200200513150C,7523,Empty,Empty,Empty
6295,6295,SMA10007C0141,1900,Empty,Empty,Empty
6296,6296,N3654A08C1002,1700,Empty,Empty,Empty
6297,6297,W9128A14C0015,2100,Empty,Empty,Empty
6298,6298,VA26117C0213,3600,Empty,Empty,Empty
6299,6299,W911QY09C0222,2100,,,
6300,6300,W912GB01C0043,2100,,,
6301,6301,36C24822C0118,3600,0,$0,0%
6302,6302,W9124Q06C0267,2100,Empty,Empty,Empty
6303,6303,FA302006C0016,5700,Empty,Empty,Empty
6304,6304,N4008508C1002,1700,Empty,Empty,Empty
6305,6305,36C24818C0227,3600,Empty,Empty,Empty
6306,6306,VA613C0010,3600,Empty,Empty,Empty
6307,6307,W912ER19C0018,2100,Empty,Empty,Empty
6308,6308,0336CW10426,3300,Empty,Empty,Empty
6309,6309,GS05P13SAC0043,4740,Empty,Empty,Empty
6310,6310,36C25221C0009,3600,Empty,Empty,Empty
6311,6311,19DR8623C0035,1900,Empty,Empty,Empty
6312,6312,V255C589A50296,3600,Empty,Empty,Empty
6313,6313,W912HQ24C0101,2100,Empty,Empty,Empty
6314,6314,VA69D14C0168,3600,Empty,Empty,Empty
6315,6315,W912HN07C0039,2100,,,
6316,6316,W911S707C0022,2100,Empty,Empty,Empty
6317,6317,129JGP19C0004,12C2,Empty,Empty,Empty
6318,6318,47PF0020C0065,4740,Empty,Empty,Empty
6319,6319,47PD1022C0010,4740,,,
6320,6320,GS08P07JBP0090,4740,0,$0,0%
6321,6321,W9127807C0028,2100,Empty,Empty,Empty
6322,6322,36C24824C0044,3600,Empty,Empty,Empty
6323,6323,GS03P05QPM3015,4740,Empty,Empty,Empty
6324,6324,VA595C0004,3600,Empty,Empty,Empty
6325,6325,GS11P13YEC0188,4740,,,
6326,6326,VA241C1222,3600,Empty,Empty,Empty
6327,6327,GS03P05DXC3001,4740,Empty,Empty,Empty
6328,6328,W90U4210C4048,2100,,,
6329,6329,DOCSB134113CN0052,1341,Empty,Empty,Empty
6330,6330,W911RZ13C0010,2100,Empty,Empty,Empty
6331,6331,VA247C0217,3600,Empty,Empty,Empty
6332,6332,VA25611C1302,3600,Empty,Empty,Empty
6333,6333,V255C657A10276,3600,Empty,Empty,Empty
6334,6334,W912L516C0003,2100,Empty,Empty,Empty
6335,6335,W9126G08C0082,2100,,,
6336,6336,W91QV116C0187,2100,Empty,Empty,Empty
6337,6337,INL13PC00005,1422,Empty,Empty,Empty
6338,6338,VA69D12C0048,3600,Empty,Empty,Empty
6339,6339,W911SA17C2003,2100,Empty,Empty,Empty
6340,6340,36C25819C0032,3600,Empty,Empty,Empty
6341,6341,47PD0622C0006,4740,Empty,Empty,Empty
6342,6342,V539C783,3600,Empty,Empty,Empty
6343,6343,00262200308DV605C04438A,3600,Empty,Empty,Empty
6344,6344,GS11P08NWC0032,4740,Empty,Empty,Empty
6345,6345,V691C07118A,3600,Empty,Empty,Empty
6346,6346,VA248C0122,3600,,,
6347,6347,HSBP1016C00154,7014,Empty,Empty,Empty
6348,6348,VA25616C0241,3600,Empty,Empty,Empty
6349,6349,INF301814C073,1448,Empty,Empty,Empty
6350,6350,ZG000200309DGS11P03ZGC0324,4740,Empty,Empty,Empty
6351,6351,FA465417C0002,5700,Empty,Empty,Empty
6352,6352,47PF0021C0013,4740,,,
6353,6353,W912JM08C0014,2100,Empty,Empty,Empty
6354,6354,N6945017C6810,1700,Empty,Empty,Empty
6355,6355,W5J9JE16C0012,2100,Empty,Empty,Empty
6356,6356,FA667518C0004,5700,Empty,Empty,Empty
6357,6357,W9123818C0049,2100,Empty,Empty,Empty
6358,6358,N6945007C0061,1700,Empty,Empty,Empty
6359,6359,HSCG8304C3WF275,7008,Empty,Empty,Empty
6360,6360,V554C840,3600,Empty,Empty,Empty
6361,6361,VA244C0275,3600,Empty,Empty,Empty
6362,6362,GS09P15WNC0015,4740,Empty,Empty,Empty
6363,6363,GS11P16YMC7037,4740,Empty,Empty,Empty
6364,6364,697DCK18C00278,6920,,,
6365,6365,NGA06487DK,3355,,,
6366,6366,GS03P10CDC0040,4740,Empty,Empty,Empty
6367,6367,GS06P12TNC0012,4740,Empty,Empty,Empty
6368,6368,GS01P04BWC0125GSP0108NF0034,4740,0,$0,0%
6369,6369,AG82B1C100159,12C2,,,
6370,6370,VA101F12C0015,3600,,,
6371,6371,INP12PC20868,1443,Empty,Empty,Empty
6372,6372,VA528C0603,3600,Empty,Empty,Empty
6373,6373,W911S713C0016,2100,Empty,Empty,Empty
6374,6374,VA248C1165,3600,Empty,Empty,Empty
6375,6375,N4008512C9110,1700,Empty,Empty,Empty
6376,6376,GS04P14EZC0031,4740,Empty,Empty,Empty
6377,6377,47PH0619C0005,4740,Empty,Empty,Empty
6378,6378,W9115115C0087,2100,Empty,Empty,Empty
6379,6379,47PF0021C0025,4740,Empty,Empty,Empty
6380,6380,VA248C1968,3600,Empty,Empty,Empty
6381,6381,47PD0222C0004,4740,Empty,Empty,Empty
6382,6382,W5J9LE12C0026,2100,,,
6383,6383,140P5123C0008,1443,Empty,Empty,Empty
6384,6384,VA248C1587,3600,Empty,Empty,Empty
6385,6385,GS11P04MAC0291,4740,Empty,Empty,Empty
6386,6386,W917PM07C0067,2100,,,
6387,6387,W91B4M09C7081,2100,Empty,Empty,Empty
6388,6388,F3160103C0036,5700,Empty,Empty,Empty
6389,6389,N6247317C0801,1700,Empty,Empty,Empty
6390,6390,W912L118C0006,2100,Empty,Empty,Empty
6391,6391,36C24921C0075,3600,Empty,Empty,Empty
6392,6392,GS04P07EXC0142,4740,Empty,Empty,Empty
6393,6393,FA441823C0006,5700,Empty,Empty,Empty
6394,6394,W911S614C0008,2100,Empty,Empty,Empty
6395,6395,2032H323C00025,2001,Empty,Empty,Empty
6396,6396,00262200308DV664C04378A,3600,,,
6397,6397,FA283514C0034,5700,Empty,Empty,Empty
6398,6398,N6247308C7505,1700,Empty,Empty,Empty
6399,6399,GS04P11EXC0078,4740,,,
6400,6400,INF12PC00220,1448,Empty,Empty,Empty
6401,6401,N6945007C4582,1700,Empty,Empty,Empty
6402,6402,SNP40010C0127,1900,Empty,Empty,Empty
6403,6403,W9128F04C0020,2100,Empty,Empty,Empty
6404,6404,V247C03808A,3600,Empty,Empty,Empty
6405,6405,GS05P06FBC3007,4740,Empty,Empty,Empty
6406,6406,INN10PC18169,1406,Empty,Empty,Empty
6407,6407,GS09P17WRC0003,4740,,,
6408,6408,70CMSW23C00000034,7012,Empty,Empty,Empty
6409,6409,W91QV115C0135,2100,Empty,Empty,Empty
6410,6410,FA251723C0006,5700,Empty,Empty,Empty
6411,6411,GS02P16PEC7019,4740,Empty,Empty,Empty
6412,6412,FA820116C0042,5700,Empty,Empty,Empty
6413,6413,W9115112C0015,2100,Empty,Empty,Empty
6414,6414,W912J704C0001,2100,,,
6415,6415,DABK0903C0014,2100,,,
6416,6416,W912HN05C0029,2100,Empty,Empty,Empty
6417,6417,36C24420C0052,3600,,,
6418,6418,697DCK22C00121,6920,,,
6419,6419,36C25223C0033,3600,Empty,Empty,Empty
6420,6420,N4008014C2013,1700,Empty,Empty,Empty
6421,6421,AG82A7C110039,12C2,Empty,Empty,Empty
6422,6422,VA258C0030,3600,Empty,Empty,Empty
6423,6423,N6945008C0754,1700,Empty,Empty,Empty
6424,6424,36C25622C0007,3600,Empty,Empty,Empty
6425,6425,W912DR23C0037,2100,Empty,Empty,Empty
6426,6426,70Z0G124CCGA00004,7008,Empty,Empty,Empty
6427,6427,TOS07074,2001,,,
6428,6428,VA528C0214,3600,Empty,Empty,Empty
6429,6429,V568C80579,3600,Empty,Empty,Empty
6430,6430,W912DR20C0047,2100,Empty,Empty,Empty
6431,6431,47PM0021C0007,4740,,,
6432,6432,W9124M09C0016,2100,0,$0,0%
6433,6433,AG9A28C070060,12C2,,,
6434,6434,W912JM11C0002,2100,,,
6435,6435,ALMEC200309DSALMEC03C0030,1900,Empty,Empty,Empty
6436,6436,GS09P16WQC7027,4740,Empty,Empty,Empty
6437,6437,VA24917C0296,3600,Empty,Empty,Empty
6438,6438,W90U4210C4031,2100,Empty,Empty,Empty
6439,6439,SBAHQ12C0026,7300,Empty,Empty,Empty
6440,6440,W9127820C0037,2100,Empty,Empty,Empty
6441,6441,FA483004C4004,5700,Empty,Empty,Empty
6442,6442,VA244C1209,3600,Empty,Empty,Empty
6443,6443,GS04P16EXC7116,4740,Empty,Empty,Empty
6444,6444,GS11P15YMC0153,4740,,,
6445,6445,AG0116C100073,12C2,Empty,Empty,Empty
6446,6446,GS11P12YEC0020,4740,Empty,Empty,Empty
6447,6447,GS04P07RAP0045,4740,Empty,Empty,Empty
6448,6448,GS04P16RRC7030,4740,,,
6449,6449,GS11P07YTC0420,4740,0,$0,0%
6450,6450,GS11P14YEC0146,4740,Empty,Empty,Empty
6451,6451,W912HN12C0013,2100,Empty,Empty,Empty
6452,6452,VA24915C0091,3600,Empty,Empty,Empty
6453,6453,FA281618C0004,5700,Empty,Empty,Empty
6454,6454,DX000200308DGS03P03DXD0022,4740,Empty,Empty,Empty
6455,6455,GS10P10XJP0049,4740,Empty,Empty,Empty
6456,6456,N6945022C0061,1700,Empty,Empty,Empty
6457,6457,36C25920C0117,3600,,,
6458,6458,FA489716C3011,5700,Empty,Empty,Empty
6459,6459,FA480311C0024,5700,Empty,Empty,Empty
6460,6460,VA70112C0088,3600,Empty,Empty,Empty
6461,6461,INL16PC00166,1422,Empty,Empty,Empty
6462,6462,DOCRA133005CN1360,1330,Empty,Empty,Empty
6463,6463,GS09P08WDC0025,4740,Empty,Empty,Empty
6464,6464,W912HN19C3002,2100,Empty,Empty,Empty
6465,6465,47PJ0020C0065,4740,Empty,Empty,Empty
6466,6466,VA261C0292,3600,Empty,Empty,Empty
6467,6467,FA813722C0033,5700,Empty,Empty,Empty
6468,6468,140P4321C0012,1443,,,
6469,6469,140D0424C0040,1406,,,
6470,6470,VA24217C0140,3600,Empty,Empty,Empty
6471,6471,W9124Q06C0174,2100,,,
6472,6472,6973GH22C00032,6920,Empty,Empty,Empty
6473,6473,V678C08058A,3600,Empty,Empty,Empty
6474,6474,VA245C0625,3600,Empty,Empty,Empty
6475,6475,AG645SC080016,12D2,,,
6476,6476,W9127806C0046,2100,Empty,Empty,Empty
6477,6477,W91B4N11C8083,2100,Empty,Empty,Empty
6478,6478,W912GB06C0036,2100,Empty,Empty,Empty
6479,6479,W912CL10C0050,2100,Empty,Empty,Empty
6480,6480,W911RZ08C0034,2100,Empty,Empty,Empty
6481,6481,FA667504C0006,5700,Empty,Empty,Empty
6482,6482,HSCG4709C3EFK09,7008,Empty,Empty,Empty
6483,6483,36C25623C0032,3600,Empty,Empty,Empty
6484,6484,2032H323C00024,2001,Empty,Empty,Empty
6485,6485,W912DQ12C4000,2100,Empty,Empty,Empty
6486,6486,VA69DC0432,3600,0,$0,0%
6487,6487,36S79724C0002,3600,Empty,Empty,Empty
6488,6488,W50S8L20C0002,2100,Empty,Empty,Empty
6489,6489,W9126G07C0032,2100,Empty,Empty,Empty
6490,6490,W5J9JE11C0061,2100,Empty,Empty,Empty
6491,6491,W5J9JE15C0017,2100,Empty,Empty,Empty
6492,6492,GS11P17MKC0009,4740,,,
6493,6493,GS11P10MAM0131,4740,Empty,Empty,Empty
6494,6494,GS05P09FBC0043,4740,Empty,Empty,Empty
6495,6495,GS06P03GYC0014,4740,Empty,Empty,Empty
6496,6496,N4008514C2314,1700,Empty,Empty,Empty
6497,6497,GS11P05YTC0045,4740,,,
6498,6498,INID03E306C206,1450,Empty,Empty,Empty
6499,6499,DABK3903C0086,2100,Empty,Empty,Empty
6500,6500,W912ER09C0051,2100,Empty,Empty,Empty
6501,6501,SAL60013C0002,1900,,,
6502,6502,N4008010C0525,1700,Empty,Empty,Empty
6503,6503,V693P60014,3600,Empty,Empty,Empty
6504,6504,5091S84EE63,12C2,,,
6505,6505,W50S7T20C0003,2100,Empty,Empty,Empty
6506,6506,0069D200309DV69DC6078A,3600,Empty,Empty,Empty
6507,6507,EPC11015,6800,Empty,Empty,Empty
6508,6508,W91GEY09C0074,2100,,,
6509,6509,GB000200305DGS05P03GBC0033,4740,,,
6510,6510,GS09P06KLC3008,4740,Empty,Empty,Empty
6511,6511,V246C00437,3600,Empty,Empty,Empty
6512,6512,HHSD254200823847C,7523,Empty,Empty,Empty
6513,6513,N6945010C2768,1700,Empty,Empty,Empty
6514,6514,W5J9LE10C0040,2100,,,
6515,6515,VA25016C0091,3600,Empty,Empty,Empty
6516,6516,GS09P16WHC7005,4740,Empty,Empty,Empty
6517,6517,36C25022C0078,3600,,,
6518,6518,W9128F20C0017,2100,,,
6519,6519,VA262C0105,3600,,,
6520,6520,VA25915C0281,3600,Empty,Empty,Empty
6521,6521,VA244C1796,3600,,,
6522,6522,FA468605C0015,5700,Empty,Empty,Empty
6523,6523,FA500014C0019,5700,Empty,Empty,Empty
6524,6524,VA528C0413,3600,,,
6525,6525,W912HN06C0075,2100,Empty,Empty,Empty
6526,6526,DTFACN12C00199,6920,Empty,Empty,Empty
6527,6527,N6247205C6518,1700,Empty,Empty,Empty
6528,6528,VA259C0938,3600,Empty,Empty,Empty
6529,6529,TOS10F025,2001,Empty,Empty,Empty
6530,6530,W5J9JE12C0121,2100,Empty,Empty,Empty
6531,6531,140F0918C0003,1448,Empty,Empty,Empty
6532,6532,36C26319C0222,3600,Empty,Empty,Empty
6533,6533,FA813721C0023,5700,Empty,Empty,Empty
6534,6534,47PK0722C0005,4740,,,
6535,6535,W5K9FH11C0188,2100,0,$0,0%
6536,6536,W912DQ20C4010,2100,,,
6537,6537,VA25611C1372,3600,0,$0,0%
6538,6538,36C24421C0005,3600,Empty,Empty,Empty
6539,6539,36C25922C0042,3600,Empty,Empty,Empty
6540,6540,W90FYQ08C0003,2100,Empty,Empty,Empty
6541,6541,AG94TZC110065,12C2,Empty,Empty,Empty
6542,6542,36C25018C0266,3600,Empty,Empty,Empty
6543,6543,INPC4500060905,1443,Empty,Empty,Empty
6544,6544,W912CN18C0025,2100,Empty,Empty,Empty
6545,6545,W912DR08C0086,2100,Empty,Empty,Empty
6546,6546,GS09P14WNC0003,4740,Empty,Empty,Empty
6547,6547,W912DR14C0019,2100,Empty,Empty,Empty
6548,6548,75D30119C05461,7523,Empty,Empty,Empty
6549,6549,N4425514C5002,1700,Empty,Empty,Empty
6550,6550,36C24224C0121,3600,Empty,Empty,Empty
6551,6551,VA249C0785,3600,Empty,Empty,Empty
6552,6552,GS11P11YTC0013,4740,Empty,Empty,Empty
6553,6553,W50SLF24C0003,2100,Empty,Empty,Empty
6554,6554,VA246RA0329,3600,,,
6555,6555,JFKCJFK07C00004,3352,0,$0,0%
6556,6556,DOCSB134111CN0123,1341,,,
6557,6557,W9124M08C0027,2100,0,$0,0%
6558,6558,W9124Q06C0282,2100,,,
6559,6559,W912QR12C0026,2100,Empty,Empty,Empty
6560,6560,VA24814C0050,3600,,,
6561,6561,GS04P07RAP0082,4740,Empty,Empty,Empty
6562,6562,GS01P14BZC0013,4740,Empty,Empty,Empty
6563,6563,W913FT09C0046,2100,Empty,Empty,Empty
6564,6564,N4008513C5230,1700,Empty,Empty,Empty
6565,6565,36C26222C0190,3600,Empty,Empty,Empty
6566,6566,W911S704C0027,2100,Empty,Empty,Empty
6567,6567,GS09P17WKC0008,4740,Empty,Empty,Empty
6568,6568,47PE0617C0002,4740,Empty,Empty,Empty
6569,6569,W91QV115C0104,2100,,,
6570,6570,70Z08220CPACP2000,7008,Empty,Empty,Empty
6571,6571,GS11P17MAC0018,4740,,,
6572,6572,W912R117C0015,2100,Empty,Empty,Empty
